License Number,Community Name, Street Address,City,Zip Code,Case Number,Longitude,Latitude,First Inspection Date,Next Inspection Date,Inspection Frequency,Compliant,Unit Count,Units Inspected,Average Violations Per Unit,Severity Index,No Violations Observed,Infested Units Percentage,Units with Mold,Analysis Rating,Location
62427,The Veridian At Silver Spring Metro,1133 East West Hwy,Silver Spring,20910,178097,-77.02778325,38.9893465,6/15/23,,3,1,457,110,0.54,0.72,68,0,0,compliant,"(38.9893, -77.0278)"
17200,Seneca Ridge,19568 Scenery Dr,Germantown,20876,177536,-77.23488749,39.17687198,4/13/23,,3,1,71,58,1.62,1.13,26,0.05,0,compliant,"(39.1769, -77.2349)"
17632,The Point At Germantown,2 Observation Ct,Germantown,20876,175575,-77.24749447,39.19213983,3/29/23,,2,1,218,63,0.85,1.11,28,0.03,0,compliant,"(39.1921, -77.2475)"
17292,Summit Hills,8484 16Th St,Silver Spring,20910,178095,0,0,5/23/23,,3,1,112,269,2.8,1.88,30,0.03,0,troubled,"(0.0, 0.0)"
150981,"Clareton, The",4740 BRADLEY BLVD,CHEVY CHASE,20815,171024,-77.09424429,38.97761784,2/10/22,,3,1,100,18,0.11,0.27,16,0,0,compliant,"(38.9776, -77.0942)"
17620,Naples Manor,31 CARONA CT,SILVER SPRING,20905,171919,-77.02247527,39.10091806,9/6/22,,2,1,64,0,0,0,0,0,0,TBD,"(39.1009, -77.0225)"
17477,North Park Apartments,4615 PARK AVE N,CHEVY CHASE,20815,177635,-77.09241112,38.9636738,3/8/23,,3,1,310,74,0.85,0.98,38,0,0,compliant,"(38.9637, -77.0924)"
17475,"Flower Avenue, 8609",8609 FLOWER AVE,TAKOMA PARK,20912,160566,-77.00292042,38.99699926,1/4/23,,3,1,3,0,0,0,0,0,0,TBD,"(38.997, -77.0029)"
150630,Maven at Wheaton,10914 GEORGIA AVE,SILVER SPRING,20902,177513,-77.05020194,39.03522778,3/31/23,,3,1,232,62,0.38,0.15,57,0.03,0,compliant,"(39.0352, -77.0502)"
16959,"Flower Avenue, 8501",8501 FLOWER AVE,TAKOMA PARK,20912,173307,-77.00231517,38.99538482,8/18/22,,3,1,4,6,6.16,1.72,0,0,0,troubled,"(38.9954, -77.0023)"
56268,Edgemont At Bethesda Metro,4903 EDGEMOOR LN,BETHESDA,20814,171043,-77.09775815,38.98512172,3/29/22,,3,1,122,31,0.06,0.16,29,0,0,compliant,"(38.9851, -77.0978)"
17331,"Flower Avenue, 8205",8205 FLOWER AVE,TAKOMA PARK,20912,175956,-77.00172041,38.99159578,12/12/22,,1,0,2,3,9,2.29,0,0.33,0.33,troubled,"(38.9916, -77.0017)"
62678,Metro Pointe Apartments,11175 GEORGIA AVE,SILVER SPRING,20902,178094,-77.05048244,39.03854719,4/26/23,,3,1,173,44,0.27,0.37,36,0,0,compliant,"(39.0385, -77.0505)"
18024,"Flower Avenue, 8511",8511 FLOWER AVE,TAKOMA PARK,20912,157672,-77.0026002,38.99609044,9/16/19,,2,0,2,4,1.25,1.35,1,0,0,compliant,"(38.9961, -77.0026)"
18009,"Fawcett Street, 10410",10410 FAWCETT ST,KENSINGTON,20895,165276,-77.07404438,39.02677489,3/5/21,,3,1,7,9,0.55,0.13,8,0,0,compliant,"(39.0268, -77.074)"
148257,"Glenville Road, 8817",8817 GLENVILLE RD,SILVER SPRING,20901,175581,-76.99634752,39.00048079,12/6/22,,2,1,3,4,2.75,2.33,0,0,0,troubled,"(39.0005, -76.9963)"
60561,234 Joeve LLC,3901 HAMPDEN ST,KENSINGTON,20895,176709,-77.07792857,39.03139337,1/4/23,,3,1,1,2,1,0.5,1,0,0,compliant,"(39.0314, -77.0779)"
17978,Dalton Apartments,733 SLIGO AVE,SILVER SPRING,20910,174498,-77.01907956,38.99068264,9/12/22,,3,1,94,25,3.24,2.57,2,0.04,0.44,troubled,"(38.9907, -77.0191)"
18159,"Greenwood Avenue, 8501",8501 GREENWOOD AVE,TAKOMA PARK,20912,160575,-77.0012279,38.9951075,1/27/21,,3,1,3,0,0,0,0,0,0,TBD,"(38.9951, -77.0012)"
17682,"Bradford Road, 8718",8718 BRADFORD RD,SILVER SPRING,20901,175954,-77.00671371,39.0000661,11/10/22,,3,1,6,1,0,0,3,0,0,compliant,"(39.0001, -77.0067)"
18212,"Silver Spring Avenue, 611",611 SILVER SPRING AVE,SILVER SPRING,20910,173291,-77.01389751,38.99237472,7/5/22,,3,1,4,1,2,1,0,0,0,compliant,"(38.9924, -77.0139)"
100250,Baldwin TLC,7910 Long Branch Pkwy,Takoma Park,20912,175595,-76.99645372,38.98794118,10/19/22,,1,0,6,12,0.5,0.97,7,0,0,compliant,"(38.9879, -76.9965)"
18002,Hampton Point,3340 Hampton Point Dr,Silver Spring,20904,157366,-76.94088443,39.07751845,12/11/19,,1,0,352,349,1.02,1.58,80,0.02,0,at-risk,"(39.0775, -76.9409)"
17549,Montgomery Club V I,17101 Queen Victoria Ct,Gaithersburg,20877,171957,-77.20500944,39.13657798,8/23/22,,1,0,109,102,1.29,1.24,44,0.08,0,compliant,"(39.1366, -77.205)"
17473,Boulevard Of Chevy Chase,4733 Bradley Blvd,Chevy Chase,20815,175951,-77.09379538,38.97862313,11/3/22,,1,0,11,12,0.08,0.08,11,0,0,compliant,"(38.9786, -77.0938)"
17777,"Wabash Avenue, 907",907 Wabash Ave,Takoma Park,20912,159928,-77.0006157,38.99379784,2/6/20,,3,0,6,6,0.66,0.66,4,0,0,compliant,"(38.9938, -77.0006)"
111073,8513 Flower,8513 FLOWER AVE,TAKOMA PARK,20912,175952,0,0,10/25/22,,1,0,3,4,0.25,0.25,3,0,0,compliant,"(0.0, 0.0)"
17990,"Houston Avenue, 810",810 Houston Ave,Takoma Park,20912,160582,-77.00079865,38.99155734,3/10/20,,3,0,3,2,0.5,1,1,0,0,compliant,"(38.9916, -77.0008)"
17363,Pembridge Square,2315 Blueridge Ave,Silver Spring,20902,161018,-77.04828447,39.04334925,10/28/20,,2,0,133,1,1,1,0,0,0,compliant,"(39.0433, -77.0483)"
105672,"Patterson Court, 302",302 PATTERSON CT,TAKOMA PARK,20912,171922,-76.99610192,38.98744146,4/28/22,,1,0,5,4,0,0,1,0,0,compliant,"(38.9874, -76.9961)"
17450,"Patterson Court, 304",304 Patterson Ct,Takoma Park,20912,159932,-76.99640094,38.9872822,1/22/20,,3,0,3,2,0.5,0.5,1,0,0,compliant,"(38.9873, -76.9964)"
46012,The Gardens Of Traville Senior Apartment,14411 Traville Garden Cir,Rockville,20850,158826,-77.20377476,39.09333365,12/4/19,,2,0,230,93,0.61,1.05,55,0,0,compliant,"(39.0933, -77.2038)"
17982,"Avondale Street, 4508-4510",4508 Avondale St,Bethesda,20814,176685,-77.09263001,38.98596059,12/22/22,,1,0,7,0,0,0,0,0,0,TBD,"(38.986, -77.0926)"
17322,"Maplewood Avenue, 806",806 Maplewood Ave,Takoma Park,20912,175594,-77.00007036,38.98862217,10/3/22,,1,0,5,3,1,0,3,0,0,compliant,"(38.9886, -77.0001)"
18229,"Greenwood Avenue, 8405",8405 Greenwood Ave,Takoma Park,20912,175962,-77.00095699,38.99440736,11/14/22,,1,0,3,4,1,1.87,1,0,0,at-risk,"(38.9944, -77.001)"
17434,Eastern Avenue Apartments,7603 Eastern Ave,Takoma Park,20912,164524,-77.0229752,38.98249701,3/3/21,,1,0,41,38,1.18,1.04,17,0.02,0,compliant,"(38.9825, -77.023)"
17169,Battery Lane Apartments,4887 Battery Ln,Bethesda,20814,159921,-77.09888586,38.9925727,8/4/21,,2,0,86,40,0.2,0.25,35,0,0,compliant,"(38.9926, -77.0989)"
17193,Fairfax Court,1 Fairfax Ct,Chevy Chase,20815,171968,-77.10277844,38.97545528,5/11/22,,1,0,18,17,0.52,0.72,10,0,0,compliant,"(38.9755, -77.1028)"
17758,Blitz Apartments II,1054 Ruatan St,Silver Spring,20903,175601,0,0,11/3/22,,1,0,4,3,3.33,1.4,0,0,0,at-risk,"(0.0, 0.0)"
17314,"Greenwood Avenue, 8003",8003 Greenwood Ave,Takoma Park,20912,160571,-77.00016181,38.98977813,3/6/20,,3,0,2,4,2,1.78,1,0,0,at-risk,"(38.9898, -77.0002)"
18128,"Quebec Terrace, 1000",1000 Quebec Ter,Silver Spring,20903,175590,-76.98979227,38.99903343,10/11/22,,1,0,10,10,2.1,1.73,3,0.2,0,troubled,"(38.999, -76.9898)"
106915,Flats At Bethesda Avenue,7170 WOODMONT AVE,BETHESDA,20814,159472,-77.09510313,38.98064842,1/29/20,,3,0,162,34,0.32,0.28,29,0,0,compliant,"(38.9806, -77.0951)"
16956,"Georgia Avenue, 20207",20215 Georgia Ave,Brookeville,20833,154040,-77.06448567,39.18755031,3/18/19,,1,0,4,5,9.4,1.93,0,0,0,troubled,"(39.1876, -77.0645)"
17339,"Bradford Road, 8802",8802 Bradford Rd,Silver Spring,20901,158835,-77.00655897,39.00055208,11/7/19,,2,0,6,6,4,1.9,1,0.16,0,troubled,"(39.0006, -77.0066)"
17430,"Hudson Avenue, 807",807 Hudson Ave,Takoma Park,20912,159933,-77.00156566,38.99236729,2/3/20,,3,0,2,2,0,0,2,0,0,compliant,"(38.9924, -77.0016)"
17501,"Flower Avenue, 7817",7817 Flower Ave,Takoma Park,20912,171961,-77.00042566,38.98816364,5/4/22,,1,0,2,0,0,0,0,0,0,TBD,"(38.9882, -77.0004)"
95883,"Holstein Street, 7903",7903 Holstein St,Takoma Park,20912,159935,-76.99881787,38.98863865,1/30/20,,3,0,2,1,0,0,1,0,0,compliant,"(38.9886, -76.9988)"
17615,Ridgewood Apartments,4021 Postgate Ter,Silver Spring,20906,161016,-77.07738462,39.08778583,7/28/21,,2,0,274,259,1,0.9,138,0,0,compliant,"(39.0878, -77.0774)"
17596,"Nolte Avenue, 8216",8216 Nolte Ave,Silver Spring,20910,171944,-77.01352828,38.9934099,4/12/22,,1,0,4,4,2.5,1.5,1,0,0,at-risk,"(38.9934, -77.0135)"
17325,Rollingwood,2535 Ross Rd,Silver Spring,20910,171965,-77.05470622,38.99601731,8/10/22,,1,0,283,227,2.15,1.55,56,0.14,0.03,troubled,"(38.996, -77.0547)"
100380,"Silver Spring Avenue, 605",605 SILVER SPRING AVE,SILVER SPRING,20910,171920,-77.01367938,38.99244064,6/15/22,,1,0,4,3,5,1.35,0,0,0,at-risk,"(38.9924, -77.0137)"
107162,804 Kennebec,804 KENNEBEC AVE,TAKOMA PARK,20912,159930,0,0,1/16/20,,3,0,3,3,0.33,1.33,1,0,0,compliant,"(0.0, 0.0)"
17455,Thayer Terrace,525 Thayer Ave,Silver Spring,20910,171942,-77.01475632,38.99407697,7/14/22,,1,0,74,71,3.07,1.71,14,0.3,0.04,troubled,"(38.9941, -77.0148)"
18233,"Greenwood Avenue, 8209",8209 Greenwood Ave,Takoma Park,20912,160574,-77.00060866,38.9923481,3/9/20,,3,0,3,4,1.25,2.4,0,0,0,at-risk,"(38.9923, -77.0006)"
17372,Village Square Wheaton,12011 Veirs Mill Rd,Silver Spring,20906,161013,-77.07594576,39.05371152,10/14/20,,2,0,162,0,0,0,0,0,0,TBD,"(39.0537, -77.0759)"
17533,"Houston Avenue, 902",902 Houston Ave,Takoma Park,20912,169447,-77.00013013,38.9916644,10/28/21,,1,0,3,3,3.33,2.2,0,0,0,troubled,"(38.9917, -77.0001)"
40330,"Silver Spring Avenue, 755",755 Silver Spring Ave,Silver Spring,20910,169454,-77.02130354,38.99216492,1/5/22,,1,0,1,0,0,0,0,0,0,TBD,"(38.9922, -77.0213)"
17699,"Quebec Terrace, 1031",1031 Quebec Ter,Silver Spring,20903,175972,-76.98688207,39.00031264,11/8/22,,1,0,4,4,3.25,1.69,0,0,0,troubled,"(39.0003, -76.9869)"
17511,"Olney-Sandy Spring Road, 903 & 907",903 OLNEY SANDY SPRING RD,Laurel,20707,171959,-77.02680599,39.14964061,7/18/22,,1,0,4,4,2.5,1.66,1,0,0,troubled,"(39.1496, -77.0268)"
17181,Parkside Terrace,500 Easley St,Silver Spring,20910,171976,-77.01704848,38.99522825,6/28/22,,1,0,86,79,1.56,1.24,27,0.07,0.02,compliant,"(38.9952, -77.017)"
112943,Auden Place,12631 Georgia Ave,Silver Spring,20906,159501,-77.05396811,39.06359057,1/21/20,,1,0,163,147,1.8,1.63,41,0.05,0,at-risk,"(39.0636, -77.054)"
17757,Blitz Apartments III,1058 Ruatan St,Silver Spring,20903,175602,-76.9886486,38.9997692,11/3/22,,1,0,4,4,2.75,2.27,0,0,0,troubled,"(38.9998, -76.9886)"
26019,"Metropolitan, The",7620 OLD GEORGETOWN RD,BETHESDA,20814,166756,-77.09684774,38.98568536,1/14/22,,3,1,308,74,0.5,0.26,63,0,0,compliant,"(38.9857, -77.0968)"
17769,"Glenville Road, 8801",8801 GLENVILLE RD,SILVER SPRING,20901,158832,-76.99699497,38.99961868,11/4/19,,2,0,4,4,0,0,8,0,0,compliant,"(38.9996, -76.997)"
17494,"Kennebec Avenue, 805",805 KENNEBEC AVE,TAKOMA PARK,20912,159931,-77.00027793,38.99008015,2/20/20,,3,0,3,4,0.25,1.5,1,0,0,compliant,"(38.9901, -77.0003)"
17471,"Houston Avenue, 1002",1002 HOUSTON AVE,TAKOMA PARK,20912,161043,-76.99923651,38.99183739,4/23/21,,3,1,2,0,0,0,0,0,0,TBD,"(38.9918, -76.9992)"
18123,"Greenwood Avenue, 8314",8314 GREENWOOD AVE,TAKOMA PARK,20912,158816,-77.00149884,38.99379231,10/24/19,,2,0,1,1,0,0,1,0,0,compliant,"(38.9938, -77.0015)"
17951,"Prospect Street, 908",908 PROSPECT ST,TAKOMA PARK,20912,176677,-76.99891987,38.98954472,4/4/23,,1,1,4,4,1.25,0.8,2,0,0,compliant,"(38.9895, -76.9989)"
117270,Fairland Crossing,14001 CASTLE BLVD,SILVER SPRING,20904,177507,-76.94049802,39.08467226,6/21/23,,1,1,534,528,3.1,1.74,75,0.1,0.02,troubled,"(39.0847, -76.9405)"
17685,"Ruatan Street, 1052",1052 RUATAN ST,SILVER SPRING,20903,175598,-76.98912013,38.99950291,2/10/23,,1,1,4,4,0.75,0.66,2,0,0,compliant,"(38.9995, -76.9891)"
17496,Rebecca Apartments,10920 CONNECTICUT AVE,KENSINGTON,20895,171036,-77.07575369,39.03537878,2/22/22,,3,1,102,25,0,0,25,0,0,compliant,"(39.0354, -77.0758)"
17611,"Garland Avenue, 8315",8315 GARLAND AVE,TAKOMA PARK,20912,177532,-77.00010907,38.99421516,3/2/23,,3,1,3,5,3.4,2.05,0,0,0,troubled,"(38.9942, -77.0001)"
108282,Villaflores,8808 BRADFORD RD,SILVER SPRING,20901,160587,-77.00640063,39.00102435,3/20/20,,3,1,6,7,1.28,1.74,2,0.14,0,at-risk,"(39.001, -77.0064)"
17380,Montgomery Towers,415 Silver Spring Ave,Silver Spring,20910,174503,-77.01110408,38.99327289,9/9/22,,3,1,61,16,2.5,1.47,3,0,0.12,at-risk,"(38.9933, -77.0111)"
63144,Archstone Wisconsin Place,4440 Willard Ave,Chevy Chase,20815,178103,-77.08752753,38.96176858,5/25/23,,3,1,432,102,0.79,2.39,10,0,0,at-risk,"(38.9618, -77.0875)"
88897,Avery Park Apartments,1801 Hampshire Green Ln,Silver Spring,20903,178089,-76.97386431,39.01561116,6/8/23,,1,1,294,95,1.75,1.63,10,0.07,0.01,at-risk,"(39.0156, -76.9739)"
17756,"Glenville Road, 8815",8815 GLENVILLE RD,SILVER SPRING,20901,171923,-76.99634753,39.00039022,7/12/22,,1,0,4,5,5.4,1.51,0,0,0,troubled,"(39.0004, -76.9963)"
150927,"Schrider Street, 8101",8101 SCHRIDER ST,SILVER SPRING,20910,174511,-77.0142669,38.99127596,1/26/23,,3,1,6,5,7.6,1.55,0,0,0,troubled,"(38.9913, -77.0143)"
150783,"Hudson Avenue, 908",908 Hudson Ave,Takoma Park,20912,157639,-77.00055586,38.99297687,10/1/19,,1,0,6,6,1.66,0.46,4,0,0,compliant,"(38.993, -77.0006)"
17534,Snowdens Ridge,2105 HARLEQUIN TER,Silver Spring,20904,140494,-76.96937267,39.06920152,6/20/17,,3,0,87,24,0.62,0.64,13,0,0,compliant,"(39.0692, -76.9694)"
115227,Waterford Tower,14000 CASTLE BLVD,SILVER SPRING,20904,175587,-76.94211034,39.08588173,11/22/22,,2,1,143,24,2.04,1.92,3,0.08,0,troubled,"(39.0859, -76.9421)"
153401,Rock Creek,12630 VEIRS MILL RD,ROCKVILLE,20853,177633,-77.09554698,39.06245309,3/14/23,,3,1,526,133,1.51,1.44,45,0.08,0,compliant,"(39.0625, -77.0955)"
17550,"Quebec Terrace, 1015",1015 QUEBEC TER,SILVER SPRING,20903,157353,-76.98839516,39.00007944,8/13/19,,1,0,4,4,1.5,1.66,0,0,0,at-risk,"(39.0001, -76.9884)"
151019,Avondale Apartments,4522 Avondale St,Bethesda,20814,159422,-77.09321037,38.98590247,1/14/20,,2,0,7,10,1.1,2.97,1,0,0,at-risk,"(38.9859, -77.0932)"
148419,8805 PLYMOUTH ST,8805 PLYMOUTH ST,SILVER SPRING,20901,176723,-77.00691082,39.00078819,4/4/23,,3,1,7,7,0.57,0.85,4,0,0,compliant,"(39.0008, -77.0069)"
150979,Battery Lane,4998 Battery Ln,Bethesda,20814,159924,-77.10141553,38.99158475,2/10/20,,2,0,95,47,1.87,1.31,10,0,0,compliant,"(38.9916, -77.1014)"
122536,Inigo's Crossing,5405 TUCKERMAN LN,ROCKVILLE,20852,177638,-77.10819243,39.02910962,3/30/23,,3,0,473,109,0.95,1.33,52,0,0.03,compliant,"(39.0291, -77.1082)"
17419,Westwood Tower,5401 Westbard Ave,Bethesda,20816,177060,-77.10593094,38.96413183,3/7/23,,3,1,212,51,0.72,0.63,33,0,0,compliant,"(38.9641, -77.1059)"
153563,"Garland Avenue, 8102",8102 GARLAND AVE,TAKOMA PARK,20912,177028,-76.9995391,38.99075009,1/27/23,,3,1,3,5,1.6,2.26,1,0,0,at-risk,"(38.9908, -76.9995)"
149498,7001 Arlington At Bethesda,7001 ARLINGTON RD,BETHESDA,20814,159465,-77.09759238,38.97966612,12/12/19,,3,0,140,37,0.24,0.4,29,0,0,compliant,"(38.9797, -77.0976)"
152673,Falkland Chase West,8305 16TH ST,SILVER SPRING,20910,176718,-77.03627506,38.99276173,1/10/23,,3,1,121,26,0.23,0.53,20,0,0,compliant,"(38.9928, -77.0363)"
148420,8807 PLYMOUTH,8807 PLYMOUTH ST,SILVER SPRING,20901,158813,-77.00685454,39.00097215,10/30/19,,2,0,6,7,0.85,0.95,3,0,0,compliant,"(39.001, -77.0069)"
151176,"Ruatan Row, LLC",1050 RUATAN ST,SILVER SPRING,20903,175600,-76.9892996,38.99941778,1/8/23,,1,0,4,4,2.75,1.81,0,0,0,troubled,"(38.9994, -76.9893)"
18211,515 Thayer,515 THAYER AVE,SILVER SPRING,20910,144031,-77.01347203,38.99396178,10/24/17,,2,0,55,13,2.61,1.14,2,0,0,at-risk,"(38.994, -77.0135)"
153570,"Houston Avenue, 804",804 HOUSTON AVE,TAKOMA PARK,20912,173294,-77.00138267,38.99144198,8/17/22,,3,1,3,5,8.2,1.58,0,0,0,troubled,"(38.9914, -77.0014)"
152566,Falkland Chase Apartments North,1545 N FALKLAND LN,SILVER SPRING,20910,171028,-77.03627506,38.99276173,4/6/22,,3,1,170,50,0.38,0.44,35,0.02,0,compliant,"(38.9928, -77.0363)"
153651,"Prospect Street, 907",907 PROSPECT ST,TAKOMA PARK,20912,157646,-76.99897269,38.98915484,9/10/19,,2,0,2,1,0,0,0,0,0,compliant,"(38.9892, -76.999)"
17500,"Greenwood Avenue, 8205",8205 GREENWOOD AVE,TAKOMA PARK,20912,171929,-77.00047141,38.99200215,5/5/22,,1,0,1,2,0,0,2,0,0,compliant,"(38.992, -77.0005)"
151598,Westchester West Apartments,3020 HEWITT AVE,SILVER SPRING,20906,178118,-77.06439261,39.07976029,6/29/23,,2,1,345,64,2.64,1.17,22,0.06,0,at-risk,"(39.0798, -77.0644)"
74035,Albert Apartment,10422 Fawcett St,Kensington,20895,176700,-77.07391103,39.02717309,12/27/22,,3,1,4,5,2,2.4,0,0,0,at-risk,"(39.0272, -77.0739)"
17516,Lakeview House,10250 Westlake Dr,Bethesda,20817,176726,-77.15020415,39.02499963,1/18/23,,3,1,152,37,0.24,0.22,32,0.02,0,compliant,"(39.025, -77.1502)"
17592,"Holsey Road, 9115",9115 Holsey Rd,Damascus,20872,177645,-77.18881588,39.31214384,3/14/23,,3,1,2,2,0,0,2,0,0,compliant,"(39.3121, -77.1888)"
17772,"Glenville Road, 8812",8812 Glenville Rd,Silver Spring,20901,177597,-76.99700551,39.00026665,5/8/23,,3,1,4,6,4.83,1.92,0,0.33,0,troubled,"(39.0003, -76.997)"
17547,The Birches,1532 Heather Hollow Cir,Silver Spring,20904,178105,-76.98097153,39.04072337,4/11/23,,3,1,227,49,0.42,0.34,34,0,0,compliant,"(39.0407, -76.981)"
17274,Windsor Court/Windsor Towers,13802 Castle Blvd,Silver Spring,20904,175479,-76.94455298,39.0820789,11/16/22,,3,1,457,121,1.79,1.42,41,0.08,0,compliant,"(39.0821, -76.9446)"
17444,Nolte Avenue Apartments,8200 Nolte Ave,Silver Spring,20910,175607,-77.01354219,38.99272347,11/18/22,,3,1,15,5,6,1.65,1,0.2,0,troubled,"(38.9927, -77.0135)"
73130,Lorraine,3923 Plyers Mill Rd,Kensington,20895,176716,-77.07762796,39.030158,1/25/23,,3,1,5,6,0.33,0.16,5,0,0,compliant,"(39.0302, -77.0776)"
17817,"Greenwood Avenue, 8410",8410 Greenwood Ave,Takoma Park,20912,175963,-77.00168532,38.99491806,10/24/22,,2,1,5,7,2.28,1.85,0,0,0,troubled,"(38.9949, -77.0017)"
17255,Sumner Highlands,4507 Sangamore Rd,Bethesda,20816,177569,-77.11882212,38.94817226,4/4/23,,3,1,125,31,0.48,0.88,21,0,0,compliant,"(38.9482, -77.1188)"
17411,Glen Wood,4857 Battery Ln,Bethesda,20814,177037,-77.09776927,38.99322703,3/15/23,,3,1,50,15,4.6,2.11,1,0.13,0.46,troubled,"(38.9932, -77.0978)"
17340,"Plymouth Street, 8714",8714 Plymouth St,Silver Spring,20901,175474,-77.00772713,39.0002994,10/7/22,,3,1,6,7,6.14,2.32,0,0.14,0,troubled,"(39.0003, -77.0077)"
17392,Glen Lane,4949 Battery Ln,Bethesda,20814,177030,-77.1004712,38.99307375,3/15/23,,3,1,110,28,1.46,1.65,10,0,0.03,at-risk,"(38.9931, -77.1005)"
17811,"Georgia Avenue, 9435",9435 Georgia Ave,Silver Spring,20910,174567,-77.04047543,39.00936335,8/23/22,,3,1,6,7,3,2.1,0,0,0,troubled,"(39.0094, -77.0405)"
100160,Acclaim at Germantown,12912 Falling Water Cir,Germantown,20874,175491,0,0,12/6/22,,2,1,143,35,0.51,1.23,16,0,0,compliant,"(0.0, 0.0)"
50690,"Garland Avenue, 8308",8308 Garland Ave,Takoma Park,20912,178077,-77.00061569,38.99365229,4/27/23,,1,1,6,7,2,1.47,2,0,0,compliant,"(38.9937, -77.0006)"
108600,The Sanctuary,426 UNIVERSITY BLVD E,SILVER SPRING,20901,153859,0,0,5/20/19,,3,0,75,0,0,0,0,0,0,compliant,"(0.0, 0.0)"
17258,Manchester Manor,8401 Manchester Rd,Silver Spring,20901,177608,-77.00515122,38.99760051,2/27/23,,3,1,53,12,1,0.66,8,0.08,0,compliant,"(38.9976, -77.0052)"
36446,Hughes House,10720 Georgia Ave,Silver Spring,20902,177047,-77.04878042,39.0311593,2/10/23,,3,1,23,0,0,0,0,0,0,TBD,"(39.0312, -77.0488)"
17399,Aldon Apartments,4701 Bradley Blvd,Chevy Chase,20815,176697,-77.09314442,38.97851106,12/29/22,,3,1,88,21,1,1.17,7,0,0,compliant,"(38.9785, -77.0931)"
17299,Montgomery Gardens,7521 Blair Rd,Takoma Park,20912,177524,-77.022233,38.98160232,3/13/23,,3,1,80,26,2.07,1.53,7,0,0,troubled,"(38.9816, -77.0222)"
17548,Paint Branch Park,12005 Old Columbia Pike,Silver Spring,20904,170966,-76.97471585,39.05344362,5/9/23,,3,1,14,15,3.93,1.6,3,0,0,troubled,"(39.0534, -76.9747)"
17609,Barron House,8306 Barron St,Takoma Park,20912,177626,-76.9979312,38.99257321,3/13/23,,3,1,22,7,1.28,2.78,1,0,0,at-risk,"(38.9926, -76.9979)"
